person_id,full_name,slug,jersey,position,height,weight,birth_date,age,experience,school,season,team_id,team_abbrev,team_name,height_inches,headshot_url,team_logo_url
202689,Kemba Walker,kemba-walker,15,G,6-1,184,"MAY 08, 1990",28.0,6,Connecticut,2017-18,1610612766,CHA,Charlotte Hornets,73.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202689.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
1628370,Malik Monk,malik-monk,1,G,6-3,200,"FEB 04, 1998",20.0,R,Kentucky,2017-18,1610612766,CHA,Charlotte Hornets,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628370.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
1628493,Mangok Mathiang,mangok-mathiang,9,F-C,6-10,230,"OCT 08, 1992",25.0,R,Louisville,2017-18,1610612766,CHA,Charlotte Hornets,82.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628493.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
1627779,Marcus Paige,marcus-paige,4,G,6-0,164,"SEP 11, 1993",24.0,R,North Carolina,2017-18,1610612766,CHA,Charlotte Hornets,72.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627779.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
101107,Marvin Williams,marvin-williams,2,F,6-9,237,"JUN 19, 1986",32.0,12,North Carolina,2017-18,1610612766,CHA,Charlotte Hornets,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/101107.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
203487,Michael Carter-Williams,michael-carter-williams,10,G,6-6,190,"OCT 10, 1991",26.0,4,Syracuse,2017-18,1610612766,CHA,Charlotte Hornets,78.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203487.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
203077,Michael Kidd-Gilchrist,michael-kidd-gilchrist,14,F,6-7,232,"SEP 26, 1993",24.0,5,Kentucky,2017-18,1610612766,CHA,Charlotte Hornets,79.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203077.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
201587,Nicolas Batum,nicolas-batum,5,G-F,6-8,200,"DEC 14, 1988",29.0,9,Le Mans,2017-18,1610612766,CHA,Charlotte Hornets,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201587.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
1626203,Treveon Graham,treveon-graham,21,G-F,6-5,219,"OCT 28, 1993",24.0,1,Va Commonwealth,2017-18,1610612766,CHA,Charlotte Hornets,77.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626203.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
1626195,Willy Hernangomez,willy-hernangomez,41,C,6-11,240,"MAY 27, 1994",24.0,1,Cajasol Sevilla,2017-18,1610612766,CHA,Charlotte Hornets,83.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626195.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg
1628469,Antonio Blakeney,antonio-blakeney,9,G,6-4,197,"OCT 04, 1996",21.0,R,Louisiana State,2017-18,1610612741,CHI,Chicago Bulls,76.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628469.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1626171,Bobby Portis,bobby-portis,5,F,6-11,248,"FEB 10, 1995",23.0,2,Arkansas,2017-18,1610612741,CHI,Chicago Bulls,83.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626171.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1626166,Cameron Payne,cameron-payne,22,G,6-3,185,"AUG 08, 1994",23.0,2,Murray State,2017-18,1610612741,CHI,Chicago Bulls,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626166.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1626245,Cristiano Felicio,cristiano-felicio,6,C-F,6-9,280,"JUL 07, 1992",25.0,2,Flamengo,2017-18,1610612741,CHI,Chicago Bulls,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626245.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1628021,David Nwaba,david-nwaba,11,F,6-4,209,"JAN 14, 1993",25.0,1,Cal Poly-Obispo,2017-18,1610612741,CHI,Chicago Bulls,76.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628021.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1627756,Denzel Valentine,denzel-valentine,45,F,6-6,214,"NOV 16, 1993",24.0,1,Michigan State,2017-18,1610612741,CHI,Chicago Bulls,78.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627756.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
204067,Jarell Eddie,jarell-eddie,31,G-F,6-7,218,"OCT 30, 1991",26.0,2,Virginia Tech,2017-18,1610612741,CHI,Chicago Bulls,79.0,https://cdn.nba.com/headshots/nba/latest/1040x760/204067.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1626170,Jerian Grant,jerian-grant,2,G,6-4,198,"OCT 09, 1992",25.0,2,Notre Dame,2017-18,1610612741,CHI,Chicago Bulls,76.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626170.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
203200,Justin Holiday,justin-holiday,7,G-F,6-6,185,"APR 05, 1989",29.0,4,Washington,2017-18,1610612741,CHI,Chicago Bulls,78.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203200.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1627739,Kris Dunn,kris-dunn,32,G,6-4,210,"MAR 18, 1994",24.0,1,Providence,2017-18,1610612741,CHI,Chicago Bulls,76.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627739.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1628374,Lauri Markkanen,lauri-markkanen,24,F,7-0,230,"MAY 22, 1997",21.0,R,Arizona,2017-18,1610612741,CHI,Chicago Bulls,84.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628374.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
203943,Noah Vonleh,noah-vonleh,30,F,6-9,245,"AUG 24, 1995",22.0,3,Indiana,2017-18,1610612741,CHI,Chicago Bulls,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203943.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
201600,Omer Asik,omer-asik,3,C,7-0,255,"JUL 04, 1986",31.0,7,Fenerbahce,2017-18,1610612741,CHI,Chicago Bulls,84.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201600.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1627835,Paul Zipser,paul-zipser,16,F,6-8,226,"FEB 18, 1994",24.0,1,Bayern Munich,2017-18,1610612741,CHI,Chicago Bulls,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627835.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
201577,Robin Lopez,robin-lopez,42,C,7-0,277,"APR 01, 1988",30.0,9,Stanford,2017-18,1610612741,CHI,Chicago Bulls,84.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201577.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1627853,Ryan Arcidiacono,ryan-arcidiacono,15,G,6-3,195,"MAR 26, 1994",24.0,R,Villanova,2017-18,1610612741,CHI,Chicago Bulls,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627853.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
203930,Sean Kilpatrick,sean-kilpatrick,0,G,6-4,212,"JAN 06, 1990",28.0,3,Cincinnati,2017-18,1610612741,CHI,Chicago Bulls,76.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203930.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
203897,Zach LaVine,zach-lavine,8,G,6-5,185,"MAR 10, 1995",23.0,3,UCLA,2017-18,1610612741,CHI,Chicago Bulls,77.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203897.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg
1627790,Ante Zizic,ante-zizic,41,F-C,6-11,250,"JAN 04, 1997",21.0,R,Darussafaka,2017-18,1610612739,CLE,Cleveland Cavaliers,83.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627790.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
1626224,Cedi Osman,cedi-osman,16,F-G,6-8,215,"APR 08, 1995",23.0,R,Anadolu Efes,2017-18,1610612739,CLE,Cleveland Cavaliers,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626224.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
201588,George Hill,george-hill,3,G,6-3,188,"MAY 04, 1986",32.0,9,Indiana-Purdue Indianapolis,2017-18,1610612739,CLE,Cleveland Cavaliers,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201588.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
2747,JR Smith,jr-smith,5,G-F,6-6,225,"SEP 09, 1985",32.0,13,No College,2017-18,1610612739,CLE,Cleveland Cavaliers,78.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2747.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
201145,Jeff Green,jeff-green,32,F,6-9,235,"AUG 28, 1986",31.0,10,Georgetown,2017-18,1610612739,CLE,Cleveland Cavaliers,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201145.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
203903,Jordan Clarkson,jordan-clarkson,8,G,6-5,194,"JUN 07, 1992",26.0,3,Missouri,2017-18,1610612739,CLE,Cleveland Cavaliers,77.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203903.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
101181,Jose Calderon,jose-calderon,81,G,6-3,200,"SEP 28, 1981",36.0,12,Tau Ceramica,2017-18,1610612739,CLE,Cleveland Cavaliers,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/101181.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
2570,Kendrick Perkins,kendrick-perkins,21,C,6-10,270,"NOV 10, 1984",33.0,13,Clifton J. Ozen HS (TX),2017-18,1610612739,CLE,Cleveland Cavaliers,82.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2570.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
201567,Kevin Love,kevin-love,0,C-F,6-10,251,"SEP 07, 1988",29.0,9,UCLA,2017-18,1610612739,CLE,Cleveland Cavaliers,82.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201567.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
2594,Kyle Korver,kyle-korver,26,G,6-7,212,"MAR 17, 1981",37.0,14,Creighton,2017-18,1610612739,CLE,Cleveland Cavaliers,79.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2594.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
1626204,Larry Nance Jr.,larry-nance-jr,22,F,6-9,230,"JAN 01, 1993",25.0,2,Wyoming,2017-18,1610612739,CLE,Cleveland Cavaliers,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626204.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
2544,LeBron James,lebron-james,23,F-G,6-8,250,"DEC 30, 1984",33.0,14,St. Vincent-St. Mary HS (OH),2017-18,1610612739,CLE,Cleveland Cavaliers,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2544.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
1627855,Okaro White,okaro-white,15,F,6-8,215,"AUG 13, 1992",25.0,1,Florida State,2017-18,1610612739,CLE,Cleveland Cavaliers,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627855.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
203918,Rodney Hood,rodney-hood,1,G,6-8,206,"OCT 20, 1992",25.0,3,Duke,2017-18,1610612739,CLE,Cleveland Cavaliers,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203918.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
202684,Tristan Thompson,tristan-thompson,13,C-F,6-9,238,"MAR 13, 1991",27.0,6,Texas-Austin,2017-18,1610612739,CLE,Cleveland Cavaliers,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202684.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
1626151,Aaron Harrison,aaron-harrison,9,G,6-6,210,"OCT 28, 1994",23.0,2,Kentucky,2017-18,1610612742,DAL,Dallas Mavericks,78.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626151.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
1628372,Dennis Smith Jr.,dennis-smith-jr,1,G,6-3,195,"NOV 25, 1997",20.0,R,North Carolina State,2017-18,1610612742,DAL,Dallas Mavericks,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628372.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
1717,Dirk Nowitzki,dirk-nowitzki,41,C-F,7-0,245,"JUN 19, 1978",40.0,19,DJK Wurzburg,2017-18,1610612742,DAL,Dallas Mavericks,84.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1717.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
1627827,Dorian Finney-Smith,dorian-finney-smith,10,F,6-8,220,"MAY 04, 1993",25.0,1,Florida,2017-18,1610612742,DAL,Dallas Mavericks,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627827.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
203926,Doug McDermott,doug-mcdermott,20,F,6-8,219,"JAN 03, 1992",26.0,3,Creighton,2017-18,1610612742,DAL,Dallas Mavericks,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203926.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
203939,Dwight Powell,dwight-powell,7,C-F,6-11,240,"JUL 20, 1991",26.0,3,Stanford,2017-18,1610612742,DAL,Dallas Mavericks,83.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
203084,Harrison Barnes,harrison-barnes,40,F,6-8,225,"MAY 30, 1992",26.0,5,North Carolina,2017-18,1610612742,DAL,Dallas Mavericks,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203084.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
200826,J.J. Barea,jj-barea,5,G,6-0,185,"JUN 26, 1984",34.0,11,Northeastern,2017-18,1610612742,DAL,Dallas Mavericks,72.0,https://cdn.nba.com/headshots/nba/latest/1040x760/200826.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
1627883,Jalen Jones,jalen-jones,21,F,6-7,220,"MAY 27, 1993",25.0,R,Texas A&M,2017-18,1610612742,DAL,Dallas Mavericks,79.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627883.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
1628405,Johnathan Motley,johnathan-motley,6,F,6-10,230,"MAY 04, 1995",23.0,R,Baylor,2017-18,1610612742,DAL,Dallas Mavericks,82.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628405.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
1627858,Kyle Collinsworth,kyle-collinsworth,8,G,6-6,210,"OCT 03, 1991",26.0,R,Brigham Young,2017-18,1610612742,DAL,Dallas Mavericks,78.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627858.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
1628467,Maxi Kleber,maxi-kleber,42,F,6-11,220,"JAN 29, 1992",26.0,R,Bayern Munich,2017-18,1610612742,DAL,Dallas Mavericks,83.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628467.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
203457,Nerlens Noel,nerlens-noel,3,C,6-11,220,"APR 10, 1994",24.0,3,Kentucky,2017-18,1610612742,DAL,Dallas Mavericks,83.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203457.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
1626257,Salah Mejri,salah-mejri,50,C,7-2,235,"JUN 15, 1986",32.0,2,Real Madrid,2017-18,1610612742,DAL,Dallas Mavericks,86.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626257.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
203552,Seth Curry,seth-curry,30,G,6-2,185,"AUG 23, 1990",27.0,4,Duke,2017-18,1610612742,DAL,Dallas Mavericks,74.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203552.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
202083,Wesley Matthews,wesley-matthews,23,G-F,6-5,220,"OCT 14, 1986",31.0,8,Marquette,2017-18,1610612742,DAL,Dallas Mavericks,77.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202083.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
1627812,Yogi Ferrell,yogi-ferrell,11,G,6-0,180,"MAY 09, 1993",25.0,1,Indiana,2017-18,1610612742,DAL,Dallas Mavericks,72.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627812.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg
201589,Darrell Arthur,darrell-arthur,00,F,6-9,235,"MAR 25, 1988",30.0,8,Kansas,2017-18,1610612743,DEN,Denver Nuggets,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201589.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
2734,Devin Harris,devin-harris,34,G,6-3,185,"FEB 27, 1983",35.0,13,Wisconsin,2017-18,1610612743,DEN,Denver Nuggets,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2734.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
203914,Gary Harris,gary-harris,14,G,6-4,210,"SEP 14, 1994",23.0,3,Michigan State,2017-18,1610612743,DEN,Denver Nuggets,76.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203914.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
1627750,Jamal Murray,jamal-murray,27,G,6-4,207,"FEB 23, 1997",21.0,1,Kentucky,2017-18,1610612743,DEN,Denver Nuggets,76.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627750.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
1627823,Juancho Hernangomez,juancho-hernangomez,41,F,6-9,230,"SEP 28, 1995",22.0,1,Estudiantes,2017-18,1610612743,DEN,Denver Nuggets,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627823.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
202702,Kenneth Faried,kenneth-faried,35,F,6-8,228,"NOV 19, 1989",28.0,6,Morehead State,2017-18,1610612743,DEN,Denver Nuggets,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202702.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
1627736,Malik Beasley,malik-beasley,25,G,6-5,196,"NOV 26, 1996",21.0,1,Florida State,2017-18,1610612743,DEN,Denver Nuggets,77.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627736.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
203486,Mason Plumlee,mason-plumlee,24,C-F,6-11,255,"MAR 05, 1990",28.0,4,Duke,2017-18,1610612743,DEN,Denver Nuggets,83.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203486.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
1628420,Monté Morris,monté-morris,11,G,6-3,175,"JUN 27, 1995",23.0,R,Iowa State,2017-18,1610612743,DEN,Denver Nuggets,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628420.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
203999,Nikola Jokić,nikola-jokić,15,C,6-10,250,"FEB 19, 1995",23.0,2,Mega Basket,2017-18,1610612743,DEN,Denver Nuggets,82.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203999.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
200794,Paul Millsap,paul-millsap,4,F,6-8,246,"FEB 10, 1985",33.0,11,Louisiana Tech,2017-18,1610612743,DEN,Denver Nuggets,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/200794.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
2210,Richard Jefferson,richard-jefferson,22,F,6-7,233,"JUN 21, 1980",38.0,16,Arizona,2017-18,1610612743,DEN,Denver Nuggets,79.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2210.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
1628470,Torrey Craig,torrey-craig,3,G-F,6-6,215,"DEC 19, 1990",27.0,R,South Carolina Upstate,2017-18,1610612743,DEN,Denver Nuggets,78.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628470.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
1626168,Trey Lyles,trey-lyles,7,F,6-10,234,"NOV 05, 1995",22.0,2,Kentucky,2017-18,1610612743,DEN,Denver Nuggets,82.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626168.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
1628399,Tyler Lydon,tyler-lydon,20,F,6-9,220,"APR 09, 1996",22.0,R,Syracuse,2017-18,1610612743,DEN,Denver Nuggets,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628399.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
203115,Will Barton,will-barton,5,F-G,6-6,190,"JAN 06, 1991",27.0,5,Memphis,2017-18,1610612743,DEN,Denver Nuggets,78.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203115.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
201163,Wilson Chandler,wilson-chandler,21,F,6-9,225,"MAY 10, 1987",31.0,9,DePaul,2017-18,1610612743,DEN,Denver Nuggets,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201163.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
203083,Andre Drummond,andre-drummond,0,C,6-11,279,"AUG 10, 1993",24.0,5,Connecticut,2017-18,1610612765,DET,Detroit Pistons,83.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203083.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
201229,Anthony Tolliver,anthony-tolliver,43,F,6-8,240,"JUN 01, 1985",33.0,9,Creighton,2017-18,1610612765,DET,Detroit Pistons,80.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201229.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
201933,Blake Griffin,blake-griffin,23,F,6-10,251,"MAR 16, 1989",29.0,7,Oklahoma,2017-18,1610612765,DET,Detroit Pistons,82.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201933.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
202779,Dwight Buycks,dwight-buycks,20,G,6-3,190,"MAR 06, 1989",29.0,2,Marquette,2017-18,1610612765,DET,Detroit Pistons,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202779.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
203961,Eric Moreland,eric-moreland,24,F-C,6-10,238,"DEC 24, 1991",26.0,2,Oregon State,2017-18,1610612765,DET,Detroit Pistons,82.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203961.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
1627740,Henry Ellenson,henry-ellenson,8,F,6-11,245,"JAN 13, 1997",21.0,1,Marquette,2017-18,1610612765,DET,Detroit Pistons,83.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627740.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
202397,Ish Smith,ish-smith,14,G,6-0,175,"JUL 05, 1988",29.0,7,Wake Forest,2017-18,1610612765,DET,Detroit Pistons,72.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202397.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
2749,Jameer Nelson,jameer-nelson,41,G,6-0,190,"FEB 09, 1982",36.0,13,St. Joseph's (PA),2017-18,1610612765,DET,Detroit Pistons,72.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2749.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
203516,James Ennis III,james-ennis-iii,33,F,6-7,210,"JUL 01, 1990",27.0,3,Cal State-Long Beach,2017-18,1610612765,DET,Detroit Pistons,79.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203516.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
202720,Jon Leuer,jon-leuer,30,F-C,6-10,228,"MAY 14, 1989",29.0,6,Wisconsin,2017-18,1610612765,DET,Detroit Pistons,82.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202720.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
1627770,Kay Felder,kay-felder,22,G,5-9,176,"MAR 29, 1995",23.0,1,Oakland,2017-18,1610612765,DET,Detroit Pistons,69.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627770.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
204038,Langston Galloway,langston-galloway,9,G,6-2,200,"DEC 09, 1991",26.0,3,St. Joseph's (PA),2017-18,1610612765,DET,Detroit Pistons,74.0,https://cdn.nba.com/headshots/nba/latest/1040x760/204038.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
1628379,Luke Kennard,luke-kennard,5,G,6-5,200,"JUN 24, 1996",22.0,R,Duke,2017-18,1610612765,DET,Detroit Pistons,77.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628379.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
203493,Reggie Bullock Jr.,reggie-bullock-jr,25,G-F,6-7,205,"MAR 16, 1991",27.0,4,North Carolina,2017-18,1610612765,DET,Detroit Pistons,79.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203493.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
203687,Reggie Hearn,reggie-hearn,38,G,6-5,210,"AUG 14, 1991",26.0,R,Northwestern,2017-18,1610612765,DET,Detroit Pistons,77.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203687.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
202704,Reggie Jackson,reggie-jackson,1,G,6-3,208,"APR 16, 1990",28.0,6,Boston College,2017-18,1610612765,DET,Detroit Pistons,75.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202704.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
1626169,Stanley Johnson,stanley-johnson,7,F,6-7,245,"MAY 29, 1996",22.0,2,Arizona,2017-18,1610612765,DET,Detroit Pistons,79.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626169.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
2738,Andre Iguodala,andre-iguodala,9,F-G,6-6,215,"JAN 28, 1984",34.0,13,Arizona,2017-18,1610612744,GSW,Golden State Warriors,78.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2738.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg
